SWPROT,Gene,description,AverageFC_Vehicle,AverageFC_LPSLPS,LPSLPS_Log2FC,pvalue_ttest1
O75995,SASH3,SAM and SH3 domain-containing protein 3,21.02,20.855,-0.165,0.014481278
Q6P3W7,SCYL2,SCY1-like protein 2,21.345,21.225,-0.12,0.014446424
Q8IZP0,ABI1,Abl interactor 1,21.46,21.2525,-0.2075,0.01438691
Q92544,TM9SF4,Transmembrane 9 superfamily member 4,21.675,21.5675,-0.1075,0.014365361
P98171,ARHGAP4,Rho GTPase-activating protein 4,22.395,22.26,-0.135,0.014320131
Q01581,HMGCS1,"Hydroxymethylglutaryl-CoA synthase, cytoplasmic",21.625,21.4325,-0.1925,0.014318849
P62807,HIST1H2BC,Histone H2B type 1-C/E/F/G/I,29.785,29.585,-0.2,0.014302024
O14949,UQCRQ,Cytochrome b-c1 complex subunit 8,21.7775,21.6825,-0.095,0.014271464
P33991,MCM4,DNA replication licensing factor MCM4,21.575,21.48,-0.095,0.014271464
P49458,SRP9,Signal recognition particle 9 kDa protein,22.8,22.51,-0.29,0.01426833
O95352,ATG7,Ubiquitin-like modifier-activating enzyme ATG7,23.3575,23.21,-0.1475,0.014254119
Q5VYK3,ECM29,Proteasome-associated protein ECM29 homolog,23.35,23.175,-0.175,0.01425347
Q1KMD3,HNRNPUL2,Heterogeneous nuclear ribonucleoprotein U-like protein 2,24.9075,24.7325,-0.175,0.01425347
Q8TEM1,NUP210,Nuclear pore membrane glycoprotein 210,22.9725,22.885,-0.0875,0.01425347
Q9H1E5,TMX4,Thioredoxin-related transmembrane protein 4,20.85,20.695,-0.155,0.014245536
Q9H2K8,TAOK3,Serine/threonine-protein kinase TAO3,22.8575,22.645,-0.2125,0.01423393
Q69YN2,CWF19L1,CWF19-like protein 1,21.8275,21.63,-0.1975,0.014221261
Q8N488,RYBP,RING1 and YY1-binding protein,20.07,19.9775,-0.0925,0.014210578
P47914,RPL29,60S ribosomal protein L29,20.3675,20.1075,-0.26,0.014200959
P35613,BSG,Basigin,23.125,22.7,-0.425,0.014186081
O43264,ZW10,Centromere/kinetochore protein zw10 homolog,21.2525,21.045,-0.2075,0.014185949
Q9NRW7,VPS45,Vacuolar protein sorting-associated protein 45,20.9975,20.79,-0.2075,0.014185949
P12268,IMPDH2,Inosine-5'-monophosphate dehydrogenase 2,23.78,23.565,-0.215,0.014178217
Q9NWZ3,IRAK4,Interleukin-1 receptor-associated kinase 4,20.56,20.25,-0.31,0.014155615
P25398,RPS12,40S ribosomal protein S12,24.3475,24.05,-0.2975,0.014109011
Q96P48,ARAP1,"Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 1",23.655,23.5025,-0.1525,0.01410398
A0JNW5,UHRF1BP1L,UHRF1-binding protein 1-like,20.585,20.38,-0.205,0.014074465
P16219,ACADS,"Short-chain specific acyl-CoA dehydrogenase, mitochondrial",21.0125,20.915,-0.0975,0.014073251
P78362,SRPK2,SRSF protein kinase 2,20.0175,19.8275,-0.19,0.014032268
P50502,ST13,Hsc70-interacting protein,24.5975,24.2275,-0.37,0.014021455
Q92882,OSTF1,Osteoclast-stimulating factor 1,23.7925,23.5475,-0.245,0.01400612
P35637,FUS,RNA-binding protein FUS,23.615,23.2825,-0.3325,0.013978691
O60828,PQBP1,Polyglutamine-binding protein 1,21.25,20.98,-0.27,0.013964834
P52655,GTF2A1,Transcription initiation factor IIA subunit 1,19.2425,19.0575,-0.185,0.013958537
Q9BZL1,UBL5,Ubiquitin-like protein 5,21.435,21.175,-0.26,0.013945793
P36542,ATP5C1,"ATP synthase subunit gamma, mitochondrial",23.515,23.3375,-0.1775,0.013945414
Q06787,FMR1,Fragile X mental retardation protein 1,19.91,19.7275,-0.1825,0.013940082
P06576,ATP5B,"ATP synthase subunit beta, mitochondrial",26.5725,26.39,-0.1825,0.013940082
Q5VWJ9,SNX30,Sorting nexin-30,19.0975,18.885,-0.2125,0.01385212
Q8IZL8,PELP1,"Proline-, glutamic acid- and leucine-rich protein 1",20.08,19.8675,-0.2125,0.01385212
Q9Y520,PRRC2C,Protein PRRC2C,23.39,23.1775,-0.2125,0.01385212
Q9BRR6,ADPGK,ADP-dependent glucokinase,21.77,21.5125,-0.2575,0.013850434
Q9H0W8,SMG9,Protein SMG9,19.7675,19.7075,-0.06,0.013846833
P36405,ARL3,ADP-ribosylation factor-like protein 3,18.6175,18.4375,-0.18,0.013846833
Q9UBR2,CTSZ,Cathepsin Z,23.77,23.445,-0.325,0.013828754
P09601,HMOX1,Heme oxygenase 1,22.1925,21.635,-0.5575,0.013783112
Q86VS8,HOOK3,Protein Hook homolog 3,21.8825,21.7375,-0.145,0.01375606
Q99459,CDC5L,Cell division cycle 5-like protein,22.9075,22.755,-0.1525,0.013734015
P26010,ITGB7,Integrin beta-7,19.335,18.8575,-0.4775,0.013684749
Q7Z7N9,TMEM179B,Transmembrane protein 179B,18.635,18.3325,-0.3025,0.01366187
Q9UQ16,DNM3,Dynamin-3,19.8625,19.745,-0.1175,0.013656911
Q86WV6,TMEM173,Stimulator of interferon genes protein,22.795,22.6775,-0.1175,0.013656911
P48444,ARCN1,Coatomer subunit delta,23.8975,23.725,-0.1725,0.013630584
P31949,S100A11,Protein S100-A11,26.5725,26.215,-0.3575,0.013602608
O43674,NDUFB5,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial",18.6825,18.4925,-0.19,0.013556527
Q9UBS4,DNAJB11,DnaJ homolog subfamily B member 11,22.6775,22.4525,-0.225,0.013508215
P46782,RPS5,40S ribosomal protein S5,23.8725,23.6025,-0.27,0.013494146
Q86SF2,GALNT7,N-acetylgalactosaminyltransferase 7,21.65,21.395,-0.255,0.013451568
P61619,SEC61A1,Protein transport protein Sec61 subunit alpha isoform 1,22.635,22.4725,-0.1625,0.013423349
O00267,SUPT5H,Transcription elongation factor SPT5,22.2425,22.08,-0.1625,0.013423349
A0MZ66,SHTN1,Shootin-1,23.0325,22.86,-0.1725,0.013343418
Q9NXG2,THUMPD1,THUMP domain-containing protein 1,21.4575,21.345,-0.1125,0.013339598
Q9Y286,SIGLEC7,Sialic acid-binding Ig-like lectin 7,19.14,18.785,-0.355,0.013333686
P49821,NDUFV1,"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial",22.44,22.3175,-0.1225,0.013292489
Q9H3M7,TXNIP,Thioredoxin-interacting protein,20.35,20.07,-0.28,0.01327697
P35659,DEK,Protein DEK,24.1025,23.9875,-0.115,0.013271837
O95400,CD2BP2,CD2 antigen cytoplasmic tail-binding protein 2,20.0875,19.86,-0.2275,0.013245486
P67870,CSNK2B,Casein kinase II subunit beta,21.915,21.6925,-0.2225,0.013218296
Q9HB90,RRAGC,Ras-related GTP-binding protein C,20.795,20.7025,-0.0925,0.01320838
Q99829,CPNE1,Copine-1,22.6575,22.5175,-0.14,0.013168452
P05091,ALDH2,"Aldehyde dehydrogenase, mitochondrial",24.775,24.635,-0.14,0.013168452
Q6ZMG9,CERS6,Ceramide synthase 6,18.9925,18.6225,-0.37,0.013146281
O43665,RGS10,Regulator of G-protein signaling 10,19.05,18.9075,-0.1425,0.013110549
Q8TET4,GANC,Neutral alpha-glucosidase C,17.8225,17.6325,-0.19,0.013084419
P84077,ARF1,ADP-ribosylation factor 1,26.7175,26.545,-0.1725,0.013057608
Q9BQA9,C17orf62,Uncharacterized protein C17orf62,22.5575,22.385,-0.1725,0.013057608
O14744,PRMT5,Protein arginine N-methyltransferase 5,21.9925,21.7725,-0.22,0.01304314
Q14314,FGL2,Fibroleukin,19.34,18.035,-1.305,0.013009749
O14933,UBE2L6,Ubiquitin/ISG15-conjugating enzyme E2 L6,18.3375,18.0225,-0.315,0.012986694
Q8IY21,DDX60,Probable ATP-dependent RNA helicase DDX60,19.5075,19.3225,-0.185,0.012960374
Q8N2F6,ARMC10,Armadillo repeat-containing protein 10,19.6525,19.5075,-0.145,0.012945074
Q15628,TRADD,Tumor necrosis factor receptor type 1-associated DEATH domain protein,19.98,19.845,-0.135,0.012910831
Q8N6T7,SIRT6,NAD-dependent protein deacetylase sirtuin-6,18.085,18.0025,-0.0825,0.012906994
P25787,PSMA2,Proteasome subunit alpha type-2,23.9,23.7225,-0.1775,0.012862123
P53004,BLVRA,Biliverdin reductase A,23.315,23.14,-0.175,0.012857029
P62633,CNBP,Cellular nucleic acid-binding protein,21.93,21.5675,-0.3625,0.012832414
Q9H1E3,NUCKS1,Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1,22.5425,22.3875,-0.155,0.012821991
P56381,ATP5E,"ATP synthase subunit epsilon, mitochondrial",22.3475,21.88,-0.4675,0.012821015
Q9NVC6,MED17,Mediator of RNA polymerase II transcription subunit 17,20.245,20.0825,-0.1625,0.012780301
P52815,MRPL12,"39S ribosomal protein L12, mitochondrial",20.545,20.3825,-0.1625,0.012780301
P35232,PHB,Prohibitin,23.3725,23.15,-0.2225,0.012705023
Q13568,IRF5,Interferon regulatory factor 5,21.8225,21.4975,-0.325,0.012700417
P67936,TPM4,Tropomyosin alpha-4 chain,26.29,26.0225,-0.2675,0.01269995
P15153,RAC2,Ras-related C3 botulinum toxin substrate 2,25.865,25.7225,-0.1425,0.012693857
P07339,CTSD,Cathepsin D,24.26,23.86,-0.4,0.01264712
Q9UHB7,AFF4,AF4/FMR2 family member 4,19.0375,18.7475,-0.29,0.012643802
Q9BX40,LSM14B,Protein LSM14 homolog B,19.4225,19.12,-0.3025,0.012640457
P11940,PABPC1,Polyadenylate-binding protein 1,25.6875,25.3825,-0.305,0.012637315
P19387,POLR2C,DNA-directed RNA polymerase II subunit RPB3,19.6775,19.445,-0.2325,0.012626932
Q9NTZ6,RBM12,RNA-binding protein 12,22.2725,22.0725,-0.2,0.012594495
P10145,CXCL8,Interleukin-8,18.4975,20.335,1.8375,0.012540512
O95630,STAMBP,STAM-binding protein,20.6125,20.39,-0.2225,0.012534948
P54578,USP14,Ubiquitin carboxyl-terminal hydrolase 14,23.8125,23.6,-0.2125,0.012534102
Q14914,PTGR1,Prostaglandin reductase 1,20.02,19.77,-0.25,0.012501997
Q8NI27,THOC2,THO complex subunit 2,22.315,22.105,-0.21,0.012497729
P30085,CMPK1,UMP-CMP kinase,21.735,21.525,-0.21,0.012497729
Q8TF01,PNISR,Arginine/serine-rich protein PNISR,18.6775,18.43,-0.2475,0.012494056
Q3LXA3,TKFC,Triokinase/FMN cyclase,22.075,21.9025,-0.1725,0.012490167
Q00535,CDK5,Cyclin-dependent-like kinase 5,19.6375,19.445,-0.1925,0.012477265
Q6IA86,ELP2,Elongator complex protein 2,18.975,18.82,-0.155,0.01247137
Q96I25,RBM17,Splicing factor 45,22.085,21.93,-0.155,0.01247137
Q9GZQ3,COMMD5,COMM domain-containing protein 5,19.575,19.4125,-0.1625,0.012461443
O14980,XPO1,Exportin-1,23.97,23.8075,-0.1625,0.012461443
Q5VZL5,ZMYM4,Zinc finger MYM-type protein 4,18.4575,18.295,-0.1625,0.012461443
Q7Z5R6,APBB1IP,Amyloid beta A4 precursor protein-binding family B member 1-interacting protein,23.1975,22.98,-0.2175,0.012454933
P18085,ARF4,ADP-ribosylation factor 4,23.0825,22.9475,-0.135,0.012448361
O00499,BIN1,Myc box-dependent-interacting protein 1,18.05,17.75,-0.3,0.012431092
Q99700,ATXN2,Ataxin-2,19.9175,19.69,-0.2275,0.012429009
Q53T59,HS1BP3,HCLS1-binding protein 3,20.62,20.5025,-0.1175,0.012428349
P32942,ICAM3,Intercellular adhesion molecule 3,22.0275,21.745,-0.2825,0.012360566
O60671,RAD1,Cell cycle checkpoint protein RAD1,18.395,18.2275,-0.1675,0.012342581
O95671,ASMTL,N-acetylserotonin O-methyltransferase-like protein,21.15,21.115,-0.035,0.012307552
Q86YQ8,CPNE8,Copine-8,19.2775,19.2425,-0.035,0.012307552
Q9HBF4,ZFYVE1,Zinc finger FYVE domain-containing protein 1,18.4025,18.3325,-0.07,0.012307552
Q9P016,THYN1,Thymocyte nuclear protein 1,22.215,22.0725,-0.1425,0.012280212
Q92696,RABGGTA,Geranylgeranyl transferase type-2 subunit alpha,22.6575,22.4975,-0.16,0.012227519
O15541,RNF113A,RING finger protein 113A,19.3575,19.22,-0.1375,0.012214998
O14647,CHD2,Chromodomain-helicase-DNA-binding protein 2,19.8925,19.67,-0.2225,0.012196361
Q9BW30,TPPP3,Tubulin polymerization-promoting protein family member 3,19.5,19.31,-0.19,0.012151588
P14550,AKR1A1,Alcohol dehydrogenase [NADP(+)],23.58,23.39,-0.19,0.012151588
Q15643,TRIP11,Thyroid receptor-interacting protein 11,21.6975,21.4875,-0.21,0.012118039
Q8NFA0,USP32,Ubiquitin carboxyl-terminal hydrolase 32,18.8425,18.6325,-0.21,0.012118039
Q9NZL4,HSPBP1,Hsp70-binding protein 1,20.1675,19.85,-0.3175,0.012112561
Q8TD19,NEK9,Serine/threonine-protein kinase Nek9,22,21.805,-0.195,0.012065453
P28065,PSMB9,Proteasome subunit beta type-9,21.9525,21.775,-0.1775,0.012062714
P06744,GPI,Glucose-6-phosphate isomerase,26.9625,26.76,-0.2025,0.012040504
P19971,TYMP,Thymidine phosphorylase,25.01,24.8075,-0.2025,0.012040504
O00186,STXBP3,Syntaxin-binding protein 3,21.995,21.82,-0.175,0.012034866
P22314,UBA1,Ubiquitin-like modifier-activating enzyme 1,25.8375,25.6675,-0.17,0.012024514
Q13724,MOGS,Mannosyl-oligosaccharide glucosidase,22.915,22.735,-0.18,0.012018289
P07203,GPX1,Glutathione peroxidase 1,24.2525,24.0325,-0.22,0.012001299
P08574,CYC1,"Cytochrome c1, heme protein, mitochondrial",22.895,22.675,-0.22,0.012001299
Q9Y3I0,RTCB,tRNA-splicing ligase RtcB homolog,22.9275,22.74,-0.1875,0.011981704
Q96FV9,THOC1,THO complex subunit 1,21.13,20.915,-0.215,0.011975911
Q14566,MCM6,DNA replication licensing factor MCM6,21.8325,21.7325,-0.1,0.011966912
O15126,SCAMP1,Secretory carrier-associated membrane protein 1,19.8125,19.54,-0.2725,0.011951511
Q13151,HNRNPA0,Heterogeneous nuclear ribonucleoprotein A0,23.055,22.815,-0.24,0.011938035
O75367,H2AFY,Core histone macro-H2A.1,25.945,25.805,-0.14,0.011882095
O00148,DDX39A,ATP-dependent RNA helicase DDX39A,23.52,23.3575,-0.1625,0.011829267
Q5QGZ9,CLEC12A,C-type lectin domain family 12 member A,21.205,20.795,-0.41,0.011808792
P26572,MGAT1,"Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",21.595,21.225,-0.37,0.011797045
Q567U6,CCDC93,Coiled-coil domain-containing protein 93,22.5175,22.38,-0.1375,0.011774765
P20839,IMPDH1,Inosine-5'-monophosphate dehydrogenase 1,21.755,21.6175,-0.1375,0.011774765
P22626,HNRNPA2B1,Heterogeneous nuclear ribonucleoproteins A2/B1,27.1275,26.9525,-0.175,0.011763584
Q9Y6I9,TEX264,Testis-expressed sequence 264 protein,20.11,19.76,-0.35,0.011763584
Q5BJF2,TMEM97,Transmembrane protein 97,17.275,17.2025,-0.0725,0.011749751
O00487,PSMD14,26S proteasome non-ATPase regulatory subunit 14,22.8675,22.6975,-0.17,0.011737142
P32455,GBP1,Guanylate-binding protein 1,22.8375,22.4975,-0.34,0.011737142
Q96S44,TP53RK,TP53-regulating kinase,18.8875,18.6275,-0.26,0.011696885
P78332,RBM6,RNA-binding protein 6,22.2125,21.99,-0.2225,0.011692481
Q9BTA9,WAC,WW domain-containing adapter protein with coiled-coil,19.1625,18.9575,-0.205,0.011660996
Q9GZT9,EGLN1,Egl nine homolog 1,18.655,18.36,-0.295,0.011628672
Q6PJF5,RHBDF2,Inactive rhomboid protein 2,20.2825,20.0675,-0.215,0.011617168
Q6PI48,DARS2,"Aspartate--tRNA ligase, mitochondrial",22.0925,21.9325,-0.16,0.011578433
Q3MHD2,LSM12,Protein LSM12 homolog,19.3275,19.07,-0.2575,0.011562324
Q9Y2S2,CRYL1,Lambda-crystallin homolog,20.4625,20.31,-0.1525,0.011561622
Q02880,TOP2B,DNA topoisomerase 2-beta,24.4525,24.305,-0.1475,0.011533798
P23588,EIF4B,Eukaryotic translation initiation factor 4B,22.805,22.4825,-0.3225,0.011517966
Q5VTR2,RNF20,E3 ubiquitin-protein ligase BRE1A,21.5325,21.295,-0.2375,0.011462433
P49755,TMED10,Transmembrane emp24 domain-containing protein 10,23.55,23.3125,-0.2375,0.011462433
Q9UKY7,CDV3,Protein CDV3 homolog,22.9925,22.78,-0.2125,0.011428591
O75688,PPM1B,Protein phosphatase 1B,19.4325,19.2375,-0.195,0.011412055
Q8IXL6,FAM20C,Extracellular serine/threonine protein kinase FAM20C,16.9425,16.3725,-0.57,0.011386437
O75400,PRPF40A,Pre-mRNA-processing factor 40 homolog A,23.1,22.865,-0.235,0.011375334
Q8NEZ5,FBXO22,F-box only protein 22,19.3,19.185,-0.115,0.011372801
Q15370,TCEB2,Transcription elongation factor B polypeptide 2,22.49,22.28,-0.21,0.01136681
P18074,ERCC2,TFIIH basal transcription factor complex helicase XPD subunit,18.7975,18.5875,-0.21,0.01136681
O75475,PSIP1,PC4 and SFRS1-interacting protein,22.645,22.5,-0.145,0.01135728
O43719,HTATSF1,HIV Tat-specific factor 1,22.25,22.05,-0.2,0.011346775
Q9Y314,NOSIP,Nitric oxide synthase-interacting protein,19.325,19.105,-0.22,0.011317921
Q7Z6E9,RBBP6,E3 ubiquitin-protein ligase RBBP6,20.07,19.7675,-0.3025,0.011277271
P29728,OAS2,2'-5'-oligoadenylate synthase 2,22.315,22.1275,-0.1875,0.011276522
Q9Y4H4,GPSM3,G-protein-signaling modulator 3,19.585,19.38,-0.205,0.01126899
Q92878,RAD50,DNA repair protein RAD50,22.8025,22.6425,-0.16,0.011256981
Q01650,SLC7A5,Large neutral amino acids transporter small subunit 1,20.3925,20.2075,-0.185,0.011254875
Q14160,SCRIB,Protein scribble homolog,19.74,19.555,-0.185,0.011254875
Q15233,NONO,Non-POU domain-containing octamer-binding protein,25.0525,24.8175,-0.235,0.011226677
Q9BUF5,TUBB6,Tubulin beta-6 chain,21.05,20.805,-0.245,0.0112035
P52294,KPNA1,Importin subunit alpha-5,21.855,21.685,-0.17,0.011167265
P25205,MCM3,DNA replication licensing factor MCM3,21.035,20.935,-0.1,0.011141777
Q13435,SF3B2,Splicing factor 3B subunit 2,24.1075,23.915,-0.1925,0.011134739
P61019,RAB2A,Ras-related protein Rab-2A,23.6425,23.5075,-0.135,0.011084568
P82673,MRPS35,"28S ribosomal protein S35, mitochondrial",20.0225,19.755,-0.2675,0.011075286
P68363,TUBA1B,Tubulin alpha-1B chain,27.8225,27.68,-0.1425,0.011058489
Q15814,TBCC,Tubulin-specific chaperone C,19.4575,19.27,-0.1875,0.011043689
Q00169,PITPNA,Phosphatidylinositol transfer protein alpha isoform,23.6625,23.475,-0.1875,0.011043689
Q8NBX0,SCCPDH,Saccharopine dehydrogenase-like oxidoreductase,21.28,21.2175,-0.0625,0.011043689
P82914,MRPS15,"28S ribosomal protein S15, mitochondrial",19.4875,19.3075,-0.18,0.011000562
Q9Y5P4,COL4A3BP,Collagen type IV alpha-3-binding protein,23.075,22.895,-0.18,0.011000562
Q96GF1,RNF185,E3 ubiquitin-protein ligase RNF185,19.025,18.8275,-0.1975,0.010987452
P42166,TMPO,"Lamina-associated polypeptide 2, isoform alpha",22.94,22.765,-0.175,0.010958445
Q9H7D7,WDR26,WD repeat-containing protein 26,20.625,20.545,-0.08,0.010937657
Q96J01,THOC3,THO complex subunit 3,21.17,21.0125,-0.1575,0.010892777
P53597,SUCLG1,"Succinyl-CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial",22.315,22.145,-0.17,0.01088483
P09874,PARP1,Poly [ADP-ribose] polymerase 1,23.3075,23.2225,-0.085,0.01088483
Q86YP4,GATAD2A,Transcriptional repressor p66-alpha,21.22,21.015,-0.205,0.01088014
P10619,CTSA,Lysosomal protective protein,21.3025,20.9925,-0.31,0.010837094
Q06124,PTPN11,Tyrosine-protein phosphatase non-receptor type 11,22.285,22.0825,-0.2025,0.010836101
P23497,SP100,Nuclear autoantigen Sp-100,23.9075,23.705,-0.2025,0.010836101
Q96PV6,LENG8,Leukocyte receptor cluster member 8,19.855,19.69,-0.165,0.010774295
P43487,RANBP1,Ran-specific GTPase-activating protein,22.675,22.51,-0.165,0.010774295
Q15365,PCBP1,Poly(rC)-binding protein 1,25.5325,25.295,-0.2375,0.0107378
P61160,ACTR2,Actin-related protein 2,25.22,25.005,-0.215,0.010731578
Q9UNQ2,DIMT1,Probable dimethyladenosine transferase,20.0875,19.775,-0.3125,0.010710427
Q9UJ70,NAGK,N-acetyl-D-glucosamine kinase,23.66,23.4425,-0.2175,0.010710164
Q9Y5S9,RBM8A,RNA-binding protein 8A,22.15,21.9275,-0.2225,0.010699781
Q15050,RRS1,Ribosome biogenesis regulatory protein homolog,20.6925,20.4025,-0.29,0.010678044
P20592,MX2,Interferon-induced GTP-binding protein Mx2,22.5575,22.3175,-0.24,0.010655641
P04839,CYBB,Cytochrome b-245 heavy chain,25.285,25.0825,-0.2025,0.010638289
Q9BRK5,SDF4,45 kDa calcium-binding protein,17.9875,17.515,-0.4725,0.010638289
Q6IQ49,SDE2,Protein SDE2 homolog,20.3325,20.06,-0.2725,0.010625433
P38935,IGHMBP2,DNA-binding protein SMUBP-2,18.145,17.825,-0.32,0.010620511
Q9C0B5,ZDHHC5,Palmitoyltransferase ZDHHC5,18.22,17.9575,-0.2625,0.010604949
Q14676,MDC1,Mediator of DNA damage checkpoint protein 1,18.9375,18.7675,-0.17,0.010604111
O15145,ARPC3,Actin-related protein 2/3 complex subunit 3,25.2875,25.0575,-0.23,0.010601995
P40939,HADHA,"Trifunctional enzyme subunit alpha, mitochondrial",25.6925,25.5475,-0.145,0.010581822
Q9P2E5,CHPF2,Chondroitin sulfate glucuronyltransferase,18.415,18.08,-0.335,0.010581736
P04075,ALDOA,Fructose-bisphosphate aldolase A,27.4675,27.21,-0.2575,0.010576712
Q9NZ09,UBAP1,Ubiquitin-associated protein 1,19.99,19.7925,-0.1975,0.010571166
O75874,IDH1,Isocitrate dehydrogenase [NADP] cytoplasmic,24.8675,24.71,-0.1575,0.010565841
Q13303,KCNAB2,Voltage-gated potassium channel subunit beta-2,23.49,23.3175,-0.1725,0.010551065
P15121,AKR1B1,Aldose reductase,22.955,22.77,-0.185,0.010541399
P61927,RPL37,60S ribosomal protein L37,23.775,23.37,-0.405,0.0104905
O94915,FRYL,Protein furry homolog-like,21.315,21.15,-0.165,0.010477089
O43772,SLC25A20,Mitochondrial carnitine/acylcarnitine carrier protein,22.2475,22.0825,-0.165,0.010477089
Q9BVG4,PBDC1,Protein PBDC1,21.51,21.215,-0.295,0.010409745
Q8WU10,PYROXD1,Pyridine nucleotide-disulfide oxidoreductase domain-containing protein 1,17.8675,17.6075,-0.26,0.010368771
Q9NRX2,MRPL17,"39S ribosomal protein L17, mitochondrial",19.9525,19.755,-0.1975,0.010364462
Q9Y263,PLAA,Phospholipase A-2-activating protein,22.6975,22.51,-0.1875,0.010352146
Q52LJ0,FAM98B,Protein FAM98B,20.65,20.37,-0.28,0.010318407
Q9Y383,LUC7L2,Putative RNA-binding protein Luc7-like 2,22.96,22.74,-0.22,0.010310784
Q9UL46,PSME2,Proteasome activator complex subunit 2,23.615,23.4075,-0.2075,0.010307146
O60307,MAST3,Microtubule-associated serine/threonine-protein kinase 3,19.705,19.4325,-0.2725,0.010299735
Q96RT1,ERBB2IP,Protein LAP2,22.32,22.1775,-0.1425,0.010261002
P53680,AP2S1,AP-2 complex subunit sigma,21.425,21.1275,-0.2975,0.010245768
Q9UQE7,SMC3,Structural maintenance of chromosomes protein 3,24.1825,24.0425,-0.14,0.010216039
P14317,HCLS1,Hematopoietic lineage cell-specific protein,25.01,24.775,-0.235,0.010199195
P10809,HSPD1,"60 kDa heat shock protein, mitochondrial",26.2725,26.1275,-0.145,0.010199022
Q9BPW8,NIPSNAP1,Protein NipSnap homolog 1,20.3025,20.23,-0.0725,0.010199022
O95071,UBR5,E3 ubiquitin-protein ligase UBR5,20.645,20.4125,-0.2325,0.010193206
P59998,ARPC4,Actin-related protein 2/3 complex subunit 4,25.8625,25.63,-0.2325,0.010193206
Q9HB19,PLEKHA2,Pleckstrin homology domain-containing family A member 2,19.4525,19.2775,-0.175,0.01016699
P06733,ENO1,Alpha-enolase,29.3125,29.1125,-0.2,0.01013024
Q7Z3B4,NUP54,Nucleoporin p54,21.8275,21.69,-0.1375,0.010052628
P04040,CAT,Catalase,25.845,25.6725,-0.1725,0.010011487
P42898,MTHFR,Methylenetetrahydrofolate reductase,18.975,18.8075,-0.1675,0.010009278
P28482,MAPK1,Mitogen-activated protein kinase 1,24.2975,24.1175,-0.18,0.010004507
Q9UER7,DAXX,Death domain-associated protein 6,18.8975,18.6675,-0.23,0.009994736
Q8WVM8,SCFD1,Sec1 family domain-containing protein 1,22.715,22.555,-0.16,0.009992969
O75663,TIPRL,TIP41-like protein,21.7425,21.565,-0.1775,0.009991178
P63241,EIF5A,Eukaryotic translation initiation factor 5A-1,25.475,25.255,-0.22,0.009980101
O95249,GOSR1,Golgi SNAP receptor complex member 1,18.825,18.375,-0.45,0.009955303
O95716,RAB3D,Ras-related protein Rab-3D,23.5175,23.415,-0.1025,0.009922436
P49721,PSMB2,Proteasome subunit beta type-2,23.1875,22.9625,-0.225,0.009915982
Q10567,AP1B1,AP-1 complex subunit beta-1,24.8575,24.6825,-0.175,0.009906358
Q9Y376,CAB39,Calcium-binding protein 39,24.165,23.915,-0.25,0.009882982
O43747,AP1G1,AP-1 complex subunit gamma-1,23.585,23.37,-0.215,0.009862962
