SWPROT,Gene,description,AverageFC_Vehicle,AverageFC_LPS,LPS_Log2FC,pvalue_ttest1
Q9Y3B9,RRP15,RRP15-like protein,18.5575,18.66,0.1025,0.170319738
P50135,HNMT,Histamine N-methyltransferase,21.395,21.42,0.025,0.561494845
P01130,LDLR,Low-density lipoprotein receptor,18.8175,18.89,0.0725,0.274599468
Q969E2,SCAMP4,Secretory carrier-associated membrane protein 4,20.29,20.275,-0.015,0.586031111
Q71UI9,H2AFV,Histone H2A.V,22.41,22.3575,-0.0525,0.850003545
Q8NHV4,NEDD1,Protein NEDD1,19.81,19.8325,0.0225,0.709832973
P67936,TPM4,Tropomyosin alpha-4 chain,26.29,26.265,-0.025,0.481879086
Q14444,CAPRIN1,Caprin-1,23.4125,23.3975,-0.015,0.405771569
Q9Y3R5,DOPEY2,Protein dopey-2,21.325,21.315,-0.01,0.845409724
Q9UEE9,CFDP1,Craniofacial development protein 1,18.7425,18.7675,0.025,0.733462626
Q86VX2,COMMD7,COMM domain-containing protein 7,19.54,19.575,0.035,0.442763139
Q9BYC5,FUT8,"Alpha-(1,6)-fucosyltransferase",18.2775,18.3325,0.055,0.339735747
Q13541,EIF4EBP1,Eukaryotic translation initiation factor 4E-binding protein 1,17.98,17.9975,0.0175,0.771735967
P82914,MRPS15,"28S ribosomal protein S15, mitochondrial",19.4875,19.51,0.0225,0.622207692
P55209,NAP1L1,Nucleosome assembly protein 1-like 1,22.925,22.955,0.03,0.488303997
Q8TCG1,KIAA1524,Protein CIP2A,17.3875,17.4225,0.035,0.56571191
O60869,EDF1,Endothelial differentiation-related factor 1,21.6825,21.6775,-0.005,0.925275791
Q9H446,RWDD1,RWD domain-containing protein 1,18.5725,18.63,0.0575,0.184684541
P46783,RPS10,40S ribosomal protein S10,24.64,24.6575,0.0175,0.77749838
Q6PCB7,SLC27A1,Long-chain fatty acid transport protein 1,19.8125,19.8425,0.03,0.688717689
Q8NHH9,ATL2,Atlastin-2,21.1075,21.165,0.0575,0.241020197
Q9NX55,HYPK,Huntingtin-interacting protein K,18.7175,18.755,0.0375,0.239442599
Q99832,CCT7,T-complex protein 1 subunit eta,24.2475,24.275,0.0275,0.321723336
Q8WVV9,HNRNPLL,Heterogeneous nuclear ribonucleoprotein L-like,21.0325,21.065,0.0325,0.294056054
Q9UHB6,LIMA1,LIM domain and actin-binding protein 1,19.7225,19.6925,-0.03,0.579827753
Q66K74,MAP1S,Microtubule-associated protein 1S,22.5375,22.5575,0.02,0.574988315
Q96BW5,PTER,Phosphotriesterase-related protein,19.48,19.5475,0.0675,0.222885947
Q86TU7,SETD3,Histone-lysine N-methyltransferase setd3,22.785,22.7675,-0.0175,0.595317988
Q9NSY1,BMP2K,BMP-2-inducible protein kinase,17.8225,17.8525,0.03,0.554951682
Q14258,TRIM25,E3 ubiquitin/ISG15 ligase TRIM25,23.8125,23.82,0.0075,0.83102914
O43719,HTATSF1,HIV Tat-specific factor 1,22.25,22.2825,0.0325,0.474680569
Q9UGR2,ZC3H7B,Zinc finger CCCH domain-containing protein 7B,18.69,18.7175,0.0275,0.870075712
Q9HBF4,ZFYVE1,Zinc finger FYVE domain-containing protein 1,18.4025,18.4275,0.025,0.779084088
Q9ULR0,ISY1,Pre-mRNA-splicing factor ISY1 homolog,20.425,20.4875,0.0625,0.199987685
Q9HC16,APOBEC3G,DNA dC->dU-editing enzyme APOBEC-3G,20.43,20.4875,0.0575,0.110492411
P62979,RPS27A,Ubiquitin-40S ribosomal protein S27a,26.9325,26.955,0.0225,0.884895595
Q8WW12,PCNP,PEST proteolytic signal-containing nuclear protein,22.2125,22.2375,0.025,0.348401659
Q8N884,MB21D1,Cyclic GMP-AMP synthase,19.3275,19.3775,0.05,0.162007737
Q6YN16,HSDL2,Hydroxysteroid dehydrogenase-like protein 2,21.585,21.6375,0.0525,0.329108935
O15126,SCAMP1,Secretory carrier-associated membrane protein 1,19.8125,19.805,-0.0075,0.866202189
Q9BYD3,MRPL4,"39S ribosomal protein L4, mitochondrial",17.0725,17.1375,0.065,0.137457201
P61769,B2M,Beta-2-microglobulin,22.4975,22.5275,0.03,0.73161417
O95243,MBD4,Methyl-CpG-binding domain protein 4,19.465,19.455,-0.01,0.869254616
Q13442,PDAP1,28 kDa heat- and acid-stable phosphoprotein,21.7775,21.775,-0.0025,0.910928285
Q9H4L4,SENP3,Sentrin-specific protease 3,18.525,18.5625,0.0375,0.703056353
Q969X5,ERGIC1,Endoplasmic reticulum-Golgi intermediate compartment protein 1,20.9125,20.9375,0.025,0.501236403
Q8N9N7,LRRC57,Leucine-rich repeat-containing protein 57,19.6875,19.7525,0.065,0.356525453
Q9BRZ2,TRIM56,E3 ubiquitin-protein ligase TRIM56,19.835,19.885,0.05,0.165370396
Q05209,PTPN12,Tyrosine-protein phosphatase non-receptor type 12,23.54,23.5575,0.0175,0.367197561
Q02252,ALDH6A1,"Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial",24.67,24.62,-0.05,0.708821554
Q6IAN0,DHRS7B,Dehydrogenase/reductase SDR family member 7B,20.3325,20.3275,-0.005,0.907710586
Q96DF8,DGCR14,Protein DGCR14,17.0775,17.1375,0.06,0.32025537
Q5R372,RABGAP1L,Rab GTPase-activating protein 1-like,19.31,19.3675,0.0575,0.167545498
Q14197,ICT1,"Peptidyl-tRNA hydrolase ICT1, mitochondrial",18.8125,18.8975,0.085,0.434188274
Q9Y639,NPTN,Neuroplastin,20.4525,20.4825,0.03,0.622923403
Q99598,TSNAX,Translin-associated protein X,21.4525,21.4475,-0.005,0.878785562
P62937,PPIA,Peptidyl-prolyl cis-trans isomerase A,27.06,27.0775,0.0175,0.784375812
Q9H4B7,TUBB1,Tubulin beta-1 chain,18.9825,19.105,0.1225,0.325146379
Q9UFW8,CGGBP1,CGG triplet repeat-binding protein 1,20.515,20.535,0.02,0.711412452
Q8WYA6,CTNNBL1,Beta-catenin-like protein 1,22.16,22.175,0.015,0.782716378
P62750,RPL23A,60S ribosomal protein L23a,24.2975,24.3175,0.02,0.653067767
Q7L8L6,FASTKD5,FAST kinase domain-containing protein 5,19.09,19.12,0.03,0.409301617
Q15388,TOMM20,Mitochondrial import receptor subunit TOM20 homolog,19.5975,19.545,-0.0525,0.256007329
P55201,BRPF1,Peregrin,19.175,19.2225,0.0475,0.392523828
Q5JSP0,FGD3,"FYVE, RhoGEF and PH domain-containing protein 3",19.605,19.5925,-0.0125,0.857231991
Q96PP9,GBP4,Guanylate-binding protein 4,19.4475,19.41,-0.0375,0.519497962
O60841,EIF5B,Eukaryotic translation initiation factor 5B,23.4525,23.4575,0.005,0.804317305
Q99747,NAPG,Gamma-soluble NSF attachment protein,21.845,21.855,0.01,0.71415171
Q9BY77,POLDIP3,Polymerase delta-interacting protein 3,22.4075,22.43,0.0225,0.552759283
Q6ZNB6,NFXL1,NF-X1-type zinc finger protein NFXL1,17.795,17.77,-0.025,0.607202214
P00915,CA1,Carbonic anhydrase 1,22.0925,21.905,-0.1875,0.040981295
Q8WUW1,BRK1,Protein BRICK1,20.355,20.3975,0.0425,0.048142812
Q9NPF4,OSGEP,Probable tRNA N6-adenosine threonylcarbamoyltransferase,19.75,19.85,0.1,0.237473958
Q15276,RABEP1,Rab GTPase-binding effector protein 1,21.355,21.3625,0.0075,0.547222032
P21462,FPR1,fMet-Leu-Phe receptor,18.6075,18.68,0.0725,0.304352081
P09237,MMP7,Matrilysin,20.7225,20.79,0.0675,0.287607828
Q08188,TGM3,Protein-glutamine gamma-glutamyltransferase E,20.275,20.365,0.09,0.247554806
Q09028,RBBP4,Histone-binding protein RBBP4,22.2175,22.3225,0.105,0.27275202
Q9Y5S9,RBM8A,RNA-binding protein 8A,22.15,22.1775,0.0275,0.575061533
Q9HB90,RRAGC,Ras-related GTP-binding protein C,20.795,20.8775,0.0825,0.127619878
Q12851,MAP4K2,Mitogen-activated protein kinase kinase kinase kinase 2,17.06,17.105,0.045,0.467567165
Q10588,BST1,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2,22.4275,22.47,0.0425,0.400326108
Q9H501,ESF1,ESF1 homolog,20.35,20.37,0.02,0.066275603
Q6L8Q7,PDE12,"2',5'-phosphodiesterase 12",20.6725,20.635,-0.0375,0.5133196
Q9Y6D5,ARFGEF2,Brefeldin A-inhibited guanine nucleotide-exchange protein 2,20.4275,20.4725,0.045,0.45330222
P47985,UQCRFS1,"Cytochrome b-c1 complex subunit Rieske, mitochondrial",21.59,21.62,0.03,0.49057397
Q96JP5,ZFP91,E3 ubiquitin-protein ligase ZFP91,19,19.0275,0.0275,0.541885625
Q03013,GSTM4,Glutathione S-transferase Mu 4,19.655,19.72,0.065,0.070691989
P49441,INPP1,Inositol polyphosphate 1-phosphatase,20.59,20.6,0.01,0.784281107
Q14061,COX17,Cytochrome c oxidase copper chaperone,18.815,18.89,0.075,0.013846833
Q5XPI4,RNF123,E3 ubiquitin-protein ligase RNF123,19.66,19.705,0.045,0.376924412
Q99590,SCAF11,Protein SCAF11,21.5175,21.53,0.0125,0.763475884
Q13617,CUL2,Cullin-2,22.2,22.2125,0.0125,0.824001006
O14530,TXNDC9,Thioredoxin domain-containing protein 9,21.175,21.2225,0.0475,0.27519923
P51553,IDH3G,"Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial",19.5875,19.6375,0.05,0.236814607
Q9Y5S2,CDC42BPB,Serine/threonine-protein kinase MRCK beta,19.4575,19.51,0.0525,0.212572963
Q16539,MAPK14,Mitogen-activated protein kinase 14,23.6325,23.6625,0.03,0.334339092
Q9NXR1,NDE1,Nuclear distribution protein nudE homolog 1,17.575,17.65,0.075,0.580485891
Q96CW5,TUBGCP3,Gamma-tubulin complex component 3,20.5925,20.61,0.0175,0.765501431
Q71RC2,LARP4,La-related protein 4,20.74,20.745,0.005,0.871602455
P51116,FXR2,Fragile X mental retardation syndrome-related protein 2,20.9825,20.9275,-0.055,0.681311091
P52209,PGD,"6-phosphogluconate dehydrogenase, decarboxylating",26.96,26.9475,-0.0125,0.4481364
Q9GZN8,C20orf27,UPF0687 protein C20orf27,20.395,20.44,0.045,0.347736693
Q96C90,PPP1R14B,Protein phosphatase 1 regulatory subunit 14B,18.4825,18.5525,0.07,0.037411559
O14672,ADAM10,Disintegrin and metalloproteinase domain-containing protein 10,22.365,22.4,0.035,0.181690114
Q15631,TSN,Translin,22.755,22.765,0.01,0.749518798
O96000,NDUFB10,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10,20.835,20.8075,-0.0275,0.545746588
Q92600,RQCD1,Cell differentiation protein RCD1 homolog,20.75,20.77,0.02,0.534406191
Q12982,BNIP2,BCL2/adenovirus E1B 19 kDa protein-interacting protein 2,21.1925,21.185,-0.0075,0.590801208
O15014,ZNF609,Zinc finger protein 609,18.5475,18.5875,0.04,0.440382198
Q7L5Y9,MAEA,Macrophage erythroblast attacher,18.8225,18.8525,0.03,0.521381213
Q8IZ81,ELMOD2,ELMO domain-containing protein 2,20.1675,20.1975,0.03,0.575969541
P61626,LYZ,Lysozyme C,27.18,27.1475,-0.0325,0.864909232
P18440,NAT1,Arylamine N-acetyltransferase 1,18.3425,18.3625,0.02,0.619905443
O75179,ANKRD17,Ankyrin repeat domain-containing protein 17,18.435,18.5125,0.0775,0.144211446
Q9P1Y6,PHRF1,PHD and RING finger domain-containing protein 1,18.7275,18.8,0.0725,0.34749653
P63173,RPL38,60S ribosomal protein L38,23.0675,23.1,0.0325,0.205258966
P34949,MPI,Mannose-6-phosphate isomerase,18.0925,18.165,0.0725,0.443212719
Q9H7M9,C10orf54,Platelet receptor Gi24,20.9,20.885,-0.015,0.526901474
Q9Y3L3,SH3BP1,SH3 domain-binding protein 1,23.4,23.425,0.025,0.557283764
Q9UBW7,ZMYM2,Zinc finger MYM-type protein 2,16.185,16.2,0.015,0.81728333
Q9NPA0,EMC7,ER membrane protein complex subunit 7,21.685,21.665,-0.02,0.422826262
Q9H773,DCTPP1,dCTP pyrophosphatase 1,19.5075,19.5725,0.065,0.133151243
Q96CB9,NSUN4,5-methylcytosine rRNA methyltransferase NSUN4,18.7825,18.8025,0.02,0.611154952
Q7Z4H7,HAUS6,HAUS augmin-like complex subunit 6,17.1,17.135,0.035,0.393796126
Q9Y6D6,ARFGEF1,Brefeldin A-inhibited guanine nucleotide-exchange protein 1,22.9525,22.975,0.0225,0.459382625
O00148,DDX39A,ATP-dependent RNA helicase DDX39A,23.52,23.6,0.08,0.221290473
Q6ZU80,CEP128,Centrosomal protein of 128 kDa,18.3775,18.4475,0.07,0.247074656
O75116,ROCK2,Rho-associated protein kinase 2,21.7825,21.8,0.0175,0.627646006
O75420,GIGYF1,PERQ amino acid-rich with GYF domain-containing protein 1,18.9675,19.005,0.0375,0.391002219
O00400,SLC33A1,Acetyl-coenzyme A transporter 1,19.97,19.9875,0.0175,0.622341544
Q9ULJ6,ZMIZ1,Zinc finger MIZ domain-containing protein 1,20.6275,20.595,-0.0325,0.505458114
O14933,UBE2L6,Ubiquitin/ISG15-conjugating enzyme E2 L6,18.3375,18.2425,-0.095,0.183448728
Q460N5,PARP14,Poly [ADP-ribose] polymerase 14,22.615,22.63,0.015,0.590801208
P55263,ADK,Adenosine kinase,22.995,23.0125,0.0175,0.832651909
P16070,CD44,CD44 antigen,25.7575,25.7475,-0.01,0.73357932
Q8N668,COMMD1,COMM domain-containing protein 1,18.13,18.085,-0.045,0.561341009
Q16644,MAPKAPK3,MAP kinase-activated protein kinase 3,23.3275,23.35,0.0225,0.538518166
P14621,ACYP2,Acylphosphatase-2,17.7875,17.8725,0.085,0.330193167
P23588,EIF4B,Eukaryotic translation initiation factor 4B,22.805,22.81,0.005,0.874136799
P02671,FGA,Fibrinogen alpha chain,24.255,24.3375,0.0825,0.687104365
Q8IWB1,ITPRIP,"Inositol 1,4,5-trisphosphate receptor-interacting protein",21.61,21.6475,0.0375,0.107930084
Q9ULK4,MED23,Mediator of RNA polymerase II transcription subunit 23,20.82,20.8475,0.0275,0.288267837
Q96A49,SYAP1,Synapse-associated protein 1,21.8475,21.825,-0.0225,0.628604044
Q9H1K1,ISCU,"Iron-sulfur cluster assembly enzyme ISCU, mitochondrial",19.875,19.8525,-0.0225,0.526095638
P42167,TMPO,"Lamina-associated polypeptide 2, isoforms beta/gamma",24.35,24.42,0.07,0.271834985
Q08623,PUDP,Pseudouridine-5'-phosphatase,19.3825,19.4325,0.05,0.27605225
Q9Y490,TLN1,Talin-1,27.9475,27.9375,-0.01,0.651447965
Q12912,LRMP,Lymphoid-restricted membrane protein,18.9875,19.0175,0.03,0.532235913
Q5JPH6,EARS2,"Probable glutamate--tRNA ligase, mitochondrial",18.06,18,-0.06,0.386160283
Q6Y1H2,HACD2,Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 2,19.2525,19.3,0.0475,0.248562203
Q9BU02,THTPA,Thiamine-triphosphatase,18.485,18.535,0.05,0.422826262
Q6P9B6,TLDC1,TLD domain-containing protein 1,17.095,17.1275,0.0325,0.656213052
Q13094,LCP2,Lymphocyte cytosolic protein 2,24.105,24.125,0.02,0.66526241
Q9NX14,NDUFB11,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial",20.5,20.5225,0.0225,0.433766156
Q6PCB8,EMB,Embigin,19.6625,19.695,0.0325,0.456989002
Q05315,CLC,Galectin-10,25.9175,26.0125,0.095,0.646764631
Q01970,PLCB3,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-3",21.255,21.2825,0.0275,0.151401382
Q9UK23,NAGPA,N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase,17.5575,17.57,0.0125,0.825067302
P16083,NQO2,Ribosyldihydronicotinamide dehydrogenase [quinone],21.3925,21.4425,0.05,0.030466292
P18887,XRCC1,DNA repair protein XRCC1,20.235,20.275,0.04,0.601163046
P28676,GCA,Grancalcin,23.89,23.91,0.02,0.599318684
P42025,ACTR1B,Beta-centractin,21.455,21.525,0.07,0.219818466
Q07890,SOS2,Son of sevenless homolog 2,18.735,18.8175,0.0825,0.26490871
O14786,NRP1,Neuropilin-1,21.48,21.445,-0.035,0.10183797
Q68DH5,LMBRD2,LMBR1 domain-containing protein 2,18.33,18.315,-0.015,0.761752533
Q9HCE6,ARHGEF10L,Rho guanine nucleotide exchange factor 10-like protein,19.375,19.355,-0.02,0.574988315
Q9HA77,CARS2,"Probable cysteine--tRNA ligase, mitochondrial",19.86,19.9,0.04,0.601163046
Q9P013,CWC15,Spliceosome-associated protein CWC15 homolog,19.9625,19.9775,0.015,0.553437302
Q9H5V9,CXorf56,UPF0428 protein CXorf56,18.175,18.115,-0.06,0.221048137
Q93084,ATP2A3,Sarcoplasmic/endoplasmic reticulum calcium ATPase 3,22.6,22.635,0.035,0.240508071
Q9H0J9,PARP12,Poly [ADP-ribose] polymerase 12,20.2975,20.325,0.0275,0.333886986
Q9UM00,TMCO1,Transmembrane and coiled-coil domain-containing protein 1,20.7675,20.735,-0.0325,0.547071777
P62306,SNRPF,Small nuclear ribonucleoprotein F,20.3525,20.32,-0.0325,0.80132382
Q5T3J3,LRIF1,Ligand-dependent nuclear receptor-interacting factor 1,18.095,18.1575,0.0625,0.331370806
Q9UI30,TRMT112,Multifunctional methyltransferase subunit TRM112-like protein,19.4525,19.51,0.0575,0.207650048
P18621,RPL17,60S ribosomal protein L17,24.3725,24.385,0.0125,0.67366326
Q99541,PLIN2,Perilipin-2,21.415,21.465,0.05,0.422826262
P09496,CLTA,Clathrin light chain A,24.315,24.34,0.025,0.348401659
P49006,MARCKSL1,MARCKS-related protein,18.0575,18.025,-0.0325,0.612288482
Q14376,GALE,UDP-glucose 4-epimerase,20.7075,20.745,0.0375,0.41414119
Q9NP66,HMG20A,High mobility group protein 20A,18.1025,18.0675,-0.035,0.399272432
P48200,IREB2,Iron-responsive element-binding protein 2,19.905,19.8975,-0.0075,0.814284626
Q86UA1,PRPF39,Pre-mRNA-processing factor 39,18.235,18.315,0.08,0.209043972
Q03519,TAP2,Antigen peptide transporter 2,21.8225,21.835,0.0125,0.815329319
P41227,NAA10,N-alpha-acetyltransferase 10,21.57,21.5475,-0.0225,0.541474754
P78332,RBM6,RNA-binding protein 6,22.2125,22.2775,0.065,0.012065453
O95071,UBR5,E3 ubiquitin-protein ligase UBR5,20.645,20.6675,0.0225,0.550016109
P30622,CLIP1,CAP-Gly domain-containing linker protein 1,22.97,22.9975,0.0275,0.321723336
Q9NYK5,MRPL39,"39S ribosomal protein L39, mitochondrial",19.63,19.6525,0.0225,0.630153086
P40818,USP8,Ubiquitin carboxyl-terminal hydrolase 8,21.5375,21.5525,0.015,0.634315163
P05106,ITGB3,Integrin beta-3,21.0275,21.1125,0.085,0.213080248
O14492,SH2B2,SH2B adapter protein 2,17.77,17.7575,-0.0125,0.864160144
Q13045,FLII,Protein flightless-1 homolog,24.52,24.5325,0.0125,0.650924823
Q9UNZ5,C19orf53,Leydig cell tumor 10 kDa protein homolog,20.845,20.835,-0.01,0.790218205
Q8IZP0,ABI1,Abl interactor 1,21.46,21.48,0.02,0.399441224
Q9H871,RMND5A,Protein RMD5 homolog A,18.2475,18.2675,0.02,0.69314145
O95881,TXNDC12,Thioredoxin domain-containing protein 12,22.4075,22.3975,-0.01,0.739225572
Q96C86,DCPS,m7GpppX diphosphatase,21.9825,22.0025,0.02,0.626094586
Q9BRJ2,MRPL45,"39S ribosomal protein L45, mitochondrial",19.1075,19.145,0.0375,0.612246932
Q8IYU8,MICU2,"Calcium uptake protein 2, mitochondrial",20.065,20.1075,0.0425,0.628781908
Q9NUJ3,TCP11L1,T-complex protein 11-like protein 1,17.75,17.77,0.02,0.456443657
Q96SB8,SMC6,Structural maintenance of chromosomes protein 6,20.8175,20.9075,0.09,0.061496845
P02794,FTH1,Ferritin heavy chain,24.065,24.105,0.04,0.794026751
P53355,DAPK1,Death-associated protein kinase 1,18.06,18.0875,0.0275,0.194575497
P62917,RPL8,60S ribosomal protein L8,24.0075,24.0425,0.035,0.637618091
Q9NR45,NANS,Sialic acid synthase,23.0125,23.0275,0.015,0.663808012
Q86VP3,PACS2,Phosphofurin acidic cluster sorting protein 2,17.605,17.5975,-0.0075,0.936258323
Q8N511,TMEM199,Transmembrane protein 199,18.125,18.1875,0.0625,0.374487744
Q8IV50,LYSMD2,LysM and putative peptidoglycan-binding domain-containing protein 2,19.0725,19.0925,0.02,0.759222246
Q9NZI7,UBP1,Upstream-binding protein 1,19.325,19.265,-0.06,0.196793704
P32321,DCTD,Deoxycytidylate deaminase,19.14,19.2325,0.0925,0.219486901
Q9NTJ4,MAN2C1,Alpha-mannosidase 2C1,18.7175,18.74,0.0225,0.66235282
Q99798,ACO2,"Aconitate hydratase, mitochondrial",24.3825,24.395,0.0125,0.747656768
P49961,ENTPD1,Ectonucleoside triphosphate diphosphohydrolase 1,20.49,20.4625,-0.0275,0.723896038
Q15427,SF3B4,Splicing factor 3B subunit 4,20.045,20.0725,0.0275,0.705989156
Q8N9N2,ASCC1,Activating signal cointegrator 1 complex subunit 1,19.55,19.5675,0.0175,0.325765711
Q93052,LPP,Lipoma-preferred partner,20.285,20.2625,-0.0225,0.628604044
P50583,NUDT2,Bis(5'-nucleosyl)-tetraphosphatase [asymmetrical],19.5,19.5475,0.0475,0.689324041
O14618,CCS,Copper chaperone for superoxide dismutase,19.0925,19.1425,0.05,0.24717844
Q9Y286,SIGLEC7,Sialic acid-binding Ig-like lectin 7,19.14,19.1475,0.0075,0.810669859
Q9UPN7,PPP6R1,Serine/threonine-protein phosphatase 6 regulatory subunit 1,21.925,21.96,0.035,0.539928116
Q14692,BMS1,Ribosome biogenesis protein BMS1 homolog,19.9125,19.9075,-0.005,0.900067866
Q9Y3Y2,CHTOP,Chromatin target of PRMT1 protein,20.3875,20.4075,0.02,0.737847709
Q7Z7E8,UBE2Q1,Ubiquitin-conjugating enzyme E2 Q1,20.6575,20.6725,0.015,0.748707206
P35244,RPA3,Replication protein A 14 kDa subunit,21.69,21.725,0.035,0.393796126
O75381,PEX14,Peroxisomal membrane protein PEX14,19.33,19.315,-0.015,0.781296547
Q8N386,LRRC25,Leucine-rich repeat-containing protein 25,19.56,19.5925,0.0325,0.33542424
Q86VN1,VPS36,Vacuolar protein-sorting-associated protein 36,20.6375,20.65,0.0125,0.805235151
Q9Y4P8,WIPI2,WD repeat domain phosphoinositide-interacting protein 2,21.1725,21.175,0.0025,0.391002219
Q8TDN6,BRIX1,Ribosome biogenesis protein BRX1 homolog,20.19,20.22,0.03,0.198892188
P63208,SKP1,S-phase kinase-associated protein 1,22.7775,22.7825,0.005,0.730615153
Q13838,DDX39B,Spliceosome RNA helicase DDX39B,23.3125,23.3525,0.04,0.323206394
Q96BY6,DOCK10,Dedicator of cytokinesis protein 10,23.115,23.095,-0.02,0.200976226
Q8N122,RPTOR,Regulatory-associated protein of mTOR,18.885,18.925,0.04,0.205613104
O00161,SNAP23,Synaptosomal-associated protein 23,21.62,21.6325,0.0125,0.795848301
P21399,ACO1,Cytoplasmic aconitate hydratase,21.96,21.9425,-0.0175,0.584937215
Q9H9T3,ELP3,Elongator complex protein 3,19.6,19.6425,0.0425,0.436855769
P12724,RNASE3,Eosinophil cationic protein,20.68,20.7425,0.0625,0.498903122
Q15118,PDK1,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 1, mitochondrial",18.055,18.09,0.035,0.310100901
Q9P2W9,STX18,Syntaxin-18,21.1775,21.2175,0.04,0.405548868
Q13247,SRSF6,Serine/arginine-rich splicing factor 6,22.87,22.9475,0.0775,0.329643672
Q15059,BRD3,Bromodomain-containing protein 3,20.8125,20.9175,0.105,0.327860872
P42574,CASP3,Caspase-3,18.9175,18.97,0.0525,0.364380653
Q92793,CREBBP,CREB-binding protein,20.2875,20.32,0.0325,0.566101019
Q96SY0,VWA9,von Willebrand factor A domain-containing protein 9,17.0875,17.025,-0.0625,0.338224811
P00395,MT-CO1,Cytochrome c oxidase subunit 1,18.625,18.645,0.02,0.917177734
Q96JC9,EAF1,ELL-associated factor 1,18.6425,18.7075,0.065,0.250363669
Q15154,PCM1,Pericentriolar material 1 protein,21.85,21.895,0.045,0.472081748
Q9GZZ9,UBA5,Ubiquitin-like modifier-activating enzyme 5,21.28,21.2875,0.0075,0.866854049
Q15436,SEC23A,Protein transport protein Sec23A,21.495,21.54,0.045,0.385833444
P84090,ERH,Enhancer of rudimentary homolog,22.5,22.52,0.02,0.75813886
Q02790,FKBP4,Peptidyl-prolyl cis-trans isomerase FKBP4,22.005,22.0125,0.0075,0.843932905
Q9UBF8,PI4KB,Phosphatidylinositol 4-kinase beta,19.135,19.155,0.02,0.518070921
Q9BZL1,UBL5,Ubiquitin-like protein 5,21.435,21.415,-0.02,0.781117105
O95983,MBD3,Methyl-CpG-binding domain protein 3,17.3825,17.335,-0.0475,0.527361704
P37840,SNCA,Alpha-synuclein,22.0275,22.0625,0.035,0.675587393
Q96G46,DUS3L,tRNA-dihydrouridine(47) synthase [NAD(P)(+)]-like,18.3175,18.3325,0.015,0.719214781
Q13426,XRCC4,DNA repair protein XRCC4,20.7,20.7425,0.0425,0.087901709
O96005,CLPTM1,Cleft lip and palate transmembrane protein 1,20.39,20.4025,0.0125,0.735767802
Q13303,KCNAB2,Voltage-gated potassium channel subunit beta-2,23.49,23.505,0.015,0.444438085
Q9UBS8,RNF14,E3 ubiquitin-protein ligase RNF14,16.755,16.785,0.03,0.69570692
O75689,ADAP1,Arf-GAP with dual PH domain-containing protein 1,21.7325,21.7575,0.025,0.396443044
Q16513,PKN2,Serine/threonine-protein kinase N2,18.245,18.2575,0.0125,0.898685396
O94868,FCHSD2,F-BAR and double SH3 domains protein 2,19.98,19.99,0.01,0.877953117
Q9Y6A4,CFAP20,Cilia- and flagella-associated protein 20,18.19,18.215,0.025,0.663808012
